Geographic Area Name,Median Income
ZCTA5 90025,104627
ZCTA5 90026,85835
ZCTA5 90027,90532
ZCTA5 90028,59393
ZCTA5 90029,60793
ZCTA5 90031,62119
ZCTA5 90032,81563
ZCTA5 90033,56001
ZCTA5 90034,103082
ZCTA5 90035,108224
ZCTA5 90036,102877
ZCTA5 90037,56417
ZCTA5 90038,61566
ZCTA5 90039,105578
ZCTA5 90040,70909
ZCTA5 90041,111834
ZCTA5 90042,94401
ZCTA5 90043,65496
ZCTA5 90044,51433
ZCTA5 90045,132577
ZCTA5 90046,94259
ZCTA5 90047,70187
ZCTA5 90048,104227
ZCTA5 90049,169898
ZCTA5 90052,
ZCTA5 90056,127252
ZCTA5 90057,44876
ZCTA5 90058,36680
ZCTA5 90059,53840
ZCTA5 90061,60114
ZCTA5 90062,63652
ZCTA5 90063,71725
ZCTA5 90064,129703
ZCTA5 90065,92903
ZCTA5 90066,107786
ZCTA5 90067,135328
ZCTA5 90068,101720
ZCTA5 90069,110705
ZCTA5 90071,
ZCTA5 90073,
ZCTA5 90077,220464
ZCTA5 90079,
ZCTA5 90089,
ZCTA5 90094,159904
ZCTA5 90095,
ZCTA5 90201,56824
ZCTA5 90210,190382
ZCTA5 90211,118125
ZCTA5 90212,116238
ZCTA5 90220,77535
ZCTA5 90221,68191
ZCTA5 90222,76467
ZCTA5 90230,106827
ZCTA5 90232,125490
ZCTA5 90240,108860
ZCTA5 90241,84375
ZCTA5 90242,83238
ZCTA5 90245,149149
ZCTA5 90247,73851
ZCTA5 90248,81777
ZCTA5 90249,84921
ZCTA5 90250,74923
ZCTA5 90254,152019
ZCTA5 90255,61376
ZCTA5 90260,86736
ZCTA5 90262,70507
ZCTA5 90263,
ZCTA5 90265,191080
ZCTA5 90266,193904
ZCTA5 90270,61753
ZCTA5 90272,200985
ZCTA5 90274,222273
ZCTA5 90275,175212
ZCTA5 90277,131985
ZCTA5 90278,148581
ZCTA5 90280,71379
ZCTA5 90290,142148
ZCTA5 90291,119043
ZCTA5 90292,136964
ZCTA5 90293,130699
ZCTA5 90301,62991
ZCTA5 90302,72461
ZCTA5 90303,70853
ZCTA5 90304,63317
ZCTA5 90305,89030
ZCTA5 90401,106704
ZCTA5 90402,182688
ZCTA5 90403,121512
ZCTA5 90404,85081
ZCTA5 90405,114489
ZCTA5 90501,92815
ZCTA5 90502,98867
ZCTA5 90503,119685
ZCTA5 90504,105474
ZCTA5 90505,110690
ZCTA5 90506,
ZCTA5 90601,102267
ZCTA5 90602,67259
ZCTA5 90603,121222
ZCTA5 90604,101104
ZCTA5 90605,100825
ZCTA5 90606,94904
ZCTA5 90620,122582
ZCTA5 90621,94679
ZCTA5 90623,112366
ZCTA5 90630,124360
ZCTA5 90631,102208
ZCTA5 90638,110606
ZCTA5 90639,
ZCTA5 90640,74833
ZCTA5 90650,98709
ZCTA5 90660,86956
ZCTA5 90670,87830
ZCTA5 90680,83150
ZCTA5 90701,97712
ZCTA5 90703,133300
ZCTA5 90704,91644
ZCTA5 90706,77602
ZCTA5 90710,77486
ZCTA5 90712,119246
ZCTA5 90713,129397
ZCTA5 90715,94796
ZCTA5 90716,76235
ZCTA5 90717,92984
ZCTA5 90720,134232
ZCTA5 90723,70912
ZCTA5 90731,71936
ZCTA5 90732,118658
ZCTA5 90740,82427
ZCTA5 90742,119115
ZCTA5 90743,166023
ZCTA5 90744,61440
ZCTA5 90745,106457
ZCTA5 90746,113545
ZCTA5 90747,
ZCTA5 90755,102684
ZCTA5 90802,72152
ZCTA5 90803,111500
ZCTA5 90804,68940
ZCTA5 90805,68615
ZCTA5 90806,73674
ZCTA5 90807,95079
ZCTA5 90808,131959
ZCTA5 90810,82222
ZCTA5 90813,50302
ZCTA5 90814,98070
ZCTA5 90815,116567
ZCTA5 90822,
ZCTA5 90831,
ZCTA5 90840,
ZCTA5 91001,133840
ZCTA5 91006,127511
ZCTA5 91007,101762
ZCTA5 91008,137500
ZCTA5 91010,98189
ZCTA5 91011,221451
ZCTA5 91016,99555
ZCTA5 91020,60899
ZCTA5 91024,141094
ZCTA5 91030,128105
ZCTA5 91040,104719
ZCTA5 91042,81707
ZCTA5 91046,
ZCTA5 91101,94180
ZCTA5 91103,84683
ZCTA5 91104,103052
ZCTA5 91105,156835
ZCTA5 91106,89213
ZCTA5 91107,124880
ZCTA5 91108,186023
ZCTA5 91125,
ZCTA5 91201,74980
ZCTA5 91202,92343
ZCTA5 91203,77925
ZCTA5 91204,72906
ZCTA5 91205,59005
ZCTA5 91206,86684
ZCTA5 91207,108196
ZCTA5 91208,131229
ZCTA5 91210,102721
ZCTA5 91214,131716
ZCTA5 91301,166912
ZCTA5 91302,167470
ZCTA5 91303,76051
ZCTA5 91304,82289
ZCTA5 91306,88958
ZCTA5 91307,136154
ZCTA5 91311,117574
ZCTA5 91316,90802
ZCTA5 91320,150861
ZCTA5 91321,93281
ZCTA5 91324,99834
ZCTA5 91325,92602
ZCTA5 91326,148636
ZCTA5 91330,
ZCTA5 91331,82025
ZCTA5 91335,77164
ZCTA5 91340,79124
ZCTA5 91342,95480
ZCTA5 91343,81719
ZCTA5 91344,116647
ZCTA5 91345,96345
ZCTA5 91350,135612
ZCTA5 91351,112888
ZCTA5 91352,74621
ZCTA5 91354,148818
ZCTA5 91355,109348
ZCTA5 91356,110094
ZCTA5 91360,116729
ZCTA5 91361,131911
ZCTA5 91362,143683
ZCTA5 91364,134534
ZCTA5 91367,109629
ZCTA5 91371,
ZCTA5 91377,160484
ZCTA5 91381,146706
ZCTA5 91384,129603
ZCTA5 91387,114378
ZCTA5 91390,143963
ZCTA5 91401,75933
ZCTA5 91402,56369
ZCTA5 91403,114348
ZCTA5 91405,61207
ZCTA5 91406,76653
ZCTA5 91411,77582
ZCTA5 91423,112119
ZCTA5 91436,174803
ZCTA5 91501,85419
ZCTA5 91502,61443
ZCTA5 91504,103164
ZCTA5 91505,106364
ZCTA5 91506,107171
ZCTA5 91601,77540
ZCTA5 91602,97994
ZCTA5 91604,141317
ZCTA5 91605,64539
ZCTA5 91606,66884
ZCTA5 91607,84925
ZCTA5 91608,
ZCTA5 91701,113576
ZCTA5 91702,87577
ZCTA5 91706,79473
ZCTA5 91708,104242
ZCTA5 91709,122784
ZCTA5 91710,104205
ZCTA5 91711,121970
ZCTA5 91722,98033
ZCTA5 91723,87363
ZCTA5 91724,102129
ZCTA5 91730,89654
ZCTA5 91731,60887
ZCTA5 91732,67172
ZCTA5 91733,67245
ZCTA5 91737,116903
ZCTA5 91739,141475
ZCTA5 91740,98819
ZCTA5 91741,127063
ZCTA5 91744,92624
ZCTA5 91745,106611
ZCTA5 91746,84967
ZCTA5 91748,83455
ZCTA5 91750,104827
ZCTA5 91752,113450
ZCTA5 91754,81890
ZCTA5 91755,74362
ZCTA5 91759,118750
ZCTA5 91761,97396
ZCTA5 91762,76289
ZCTA5 91763,77627
ZCTA5 91764,75605
ZCTA5 91765,104737
ZCTA5 91766,77699
ZCTA5 91767,80201
ZCTA5 91768,76313
ZCTA5 91770,73757
ZCTA5 91773,105926
ZCTA5 91775,113703
ZCTA5 91776,79926
ZCTA5 91780,101746
ZCTA5 91784,157118
ZCTA5 91786,86961
ZCTA5 91789,125742
ZCTA5 91790,100142
ZCTA5 91791,100365
ZCTA5 91792,96383
ZCTA5 91801,85549
ZCTA5 91803,84537
ZCTA5 91901,116600
ZCTA5 91902,121727
ZCTA5 91905,70450
ZCTA5 91906,58561
ZCTA5 91910,87705
ZCTA5 91911,79334
ZCTA5 91913,129412
ZCTA5 91914,164398
ZCTA5 91915,138283
ZCTA5 91916,110833
ZCTA5 91917,157941
ZCTA5 91931,49808
ZCTA5 91932,79071
ZCTA5 91934,50797
ZCTA5 91935,138953
ZCTA5 91941,111607
ZCTA5 91942,81262
ZCTA5 91945,79381
ZCTA5 91948,
ZCTA5 91950,63858
ZCTA5 91962,140270
ZCTA5 91963,25208
ZCTA5 91977,92407
ZCTA5 91978,111506
ZCTA5 91980,
ZCTA5 92003,110577
ZCTA5 92004,71582
ZCTA5 92007,165063
ZCTA5 92008,105371
ZCTA5 92009,162128
ZCTA5 92010,120612
ZCTA5 92011,154985
ZCTA5 92014,194528
ZCTA5 92019,99266
ZCTA5 92020,72822
ZCTA5 92021,69979
ZCTA5 92024,149080
ZCTA5 92025,71716
ZCTA5 92026,97301
ZCTA5 92027,86106
ZCTA5 92028,102346
ZCTA5 92029,120038
ZCTA5 92036,71875
ZCTA5 92037,141822
ZCTA5 92040,103585
ZCTA5 92054,76974
ZCTA5 92055,
ZCTA5 92056,102570
ZCTA5 92057,106421
ZCTA5 92058,72479
ZCTA5 92059,96399
ZCTA5 92060,150758
ZCTA5 92061,92500
ZCTA5 92064,144201
ZCTA5 92065,120550
ZCTA5 92066,43542
ZCTA5 92067,238397
ZCTA5 92069,93065
ZCTA5 92070,83750
ZCTA5 92071,105603
ZCTA5 92075,146210
ZCTA5 92078,114905
ZCTA5 92081,102663
ZCTA5 92082,118602
ZCTA5 92083,82614
ZCTA5 92084,97410
ZCTA5 92086,68224
ZCTA5 92091,86705
ZCTA5 92092,
ZCTA5 92093,
ZCTA5 92096,
ZCTA5 92101,90477
ZCTA5 92102,71319
ZCTA5 92103,96887
ZCTA5 92104,92862
ZCTA5 92105,65174
ZCTA5 92106,127209
ZCTA5 92107,107262
ZCTA5 92108,101704
ZCTA5 92109,118300
ZCTA5 92110,102508
ZCTA5 92111,95081
ZCTA5 92113,59177
ZCTA5 92114,90171
ZCTA5 92115,75178
ZCTA5 92116,95775
ZCTA5 92117,105286
ZCTA5 92118,135056
ZCTA5 92119,115600
ZCTA5 92120,114579
ZCTA5 92121,135795
ZCTA5 92122,98825
ZCTA5 92123,121856
ZCTA5 92124,108219
ZCTA5 92126,123232
ZCTA5 92127,179220
ZCTA5 92128,128150
ZCTA5 92129,152626
ZCTA5 92130,201731
ZCTA5 92131,181281
ZCTA5 92132,
ZCTA5 92134,
ZCTA5 92135,
ZCTA5 92136,
ZCTA5 92139,92381
ZCTA5 92140,
ZCTA5 92145,
ZCTA5 92147,
ZCTA5 92154,90035
ZCTA5 92155,
ZCTA5 92161,
ZCTA5 92173,65865
ZCTA5 92179,
ZCTA5 92182,
ZCTA5 92201,66663
ZCTA5 92203,97969
ZCTA5 92210,145313
ZCTA5 92211,87682
ZCTA5 92220,59116
ZCTA5 92222,
ZCTA5 92223,100462
ZCTA5 92225,51294
ZCTA5 92227,60593
ZCTA5 92230,90068
ZCTA5 92231,50114
ZCTA5 92233,53282
ZCTA5 92234,67031
ZCTA5 92236,67235
ZCTA5 92239,72857
ZCTA5 92240,51284
ZCTA5 92241,45210
ZCTA5 92242,37679
ZCTA5 92243,55890
ZCTA5 92249,75664
ZCTA5 92250,70250
ZCTA5 92251,83709
ZCTA5 92252,62821
ZCTA5 92253,97397
ZCTA5 92254,43464
ZCTA5 92256,56821
ZCTA5 92257,17663
ZCTA5 92258,32067
ZCTA5 92259,
ZCTA5 92260,72252
ZCTA5 92262,70514
ZCTA5 92264,75246
ZCTA5 92266,20870
ZCTA5 92267,
ZCTA5 92268,
ZCTA5 92270,109943
ZCTA5 92273,55167
ZCTA5 92274,36087
ZCTA5 92275,35658
ZCTA5 92276,80280
ZCTA5 92277,55515
ZCTA5 92278,
ZCTA5 92280,
ZCTA5 92281,35882
ZCTA5 92282,69271
ZCTA5 92283,38359
ZCTA5 92284,52886
ZCTA5 92285,44038
ZCTA5 92301,68205
ZCTA5 92304,
ZCTA5 92305,114453
ZCTA5 92307,74715
ZCTA5 92308,63484
ZCTA5 92309,
ZCTA5 92310,66964
ZCTA5 92311,59338
ZCTA5 92313,83668
ZCTA5 92314,79191
ZCTA5 92315,79293
ZCTA5 92316,82117
ZCTA5 92317,50625
ZCTA5 92320,90313
ZCTA5 92321,50893
ZCTA5 92322,
ZCTA5 92324,69419
ZCTA5 92325,79254
ZCTA5 92327,
ZCTA5 92328,91198
ZCTA5 92332,
ZCTA5 92333,78333
ZCTA5 92335,75198
ZCTA5 92336,121989
ZCTA5 92337,104936
ZCTA5 92338,
ZCTA5 92339,86492
ZCTA5 92341,67188
ZCTA5 92342,110586
ZCTA5 92344,99909
ZCTA5 92345,65949
ZCTA5 92346,84818
ZCTA5 92347,45733
ZCTA5 92350,
ZCTA5 92352,106575
ZCTA5 92354,86063
ZCTA5 92356,46625
ZCTA5 92358,92772
ZCTA5 92359,74408
ZCTA5 92363,40226
ZCTA5 92364,
ZCTA5 92365,61944
ZCTA5 92368,75000
ZCTA5 92369,
ZCTA5 92371,78761
ZCTA5 92372,63665
ZCTA5 92373,99354
ZCTA5 92374,96237
ZCTA5 92376,76914
ZCTA5 92377,111088
ZCTA5 92378,70515
ZCTA5 92382,85208
ZCTA5 92384,
ZCTA5 92385,72778
ZCTA5 92386,46490
ZCTA5 92389,26731
ZCTA5 92391,70987
ZCTA5 92392,81652
ZCTA5 92394,75430
ZCTA5 92395,57407
ZCTA5 92397,86370
ZCTA5 92398,56664
ZCTA5 92399,94718
ZCTA5 92401,42898
ZCTA5 92404,66173
ZCTA5 92405,59271
ZCTA5 92407,83662
ZCTA5 92408,63696
ZCTA5 92410,53390
ZCTA5 92411,55457
ZCTA5 92415,
ZCTA5 92501,83027
ZCTA5 92503,91523
ZCTA5 92504,88168
ZCTA5 92505,84528
ZCTA5 92506,120877
ZCTA5 92507,72367
ZCTA5 92508,144485
ZCTA5 92509,95218
ZCTA5 92518,83438
ZCTA5 92521,
ZCTA5 92530,84799
ZCTA5 92532,111746
ZCTA5 92536,80046
ZCTA5 92539,63203
ZCTA5 92543,47002
ZCTA5 92544,67011
ZCTA5 92545,59575
ZCTA5 92548,54909
ZCTA5 92549,83318
ZCTA5 92551,92172
ZCTA5 92553,71344
ZCTA5 92555,113636
ZCTA5 92557,93464
ZCTA5 92561,87140
ZCTA5 92562,113204
ZCTA5 92563,118519
ZCTA5 92567,80319
ZCTA5 92570,77570
ZCTA5 92571,85746
ZCTA5 92582,97723
ZCTA5 92583,63582
ZCTA5 92584,113470
ZCTA5 92585,97898
ZCTA5 92586,53991
ZCTA5 92587,105781
ZCTA5 92590,76952
ZCTA5 92591,107312
ZCTA5 92592,132475
ZCTA5 92595,98132
ZCTA5 92596,120860
ZCTA5 92602,150406
ZCTA5 92603,192083
ZCTA5 92604,128092
ZCTA5 92606,140790
ZCTA5 92610,181188
ZCTA5 92612,95938
ZCTA5 92614,121276
ZCTA5 92617,80167
ZCTA5 92618,135609
ZCTA5 92620,144572
ZCTA5 92624,125377
ZCTA5 92625,197628
ZCTA5 92626,117627
ZCTA5 92627,105039
ZCTA5 92629,131731
ZCTA5 92630,119984
ZCTA5 92637,60235
ZCTA5 92646,132841
ZCTA5 92647,107877
ZCTA5 92648,118993
ZCTA5 92649,121604
ZCTA5 92651,143569
ZCTA5 92653,128623
ZCTA5 92655,64602
ZCTA5 92656,134538
ZCTA5 92657,202813
ZCTA5 92660,154035
ZCTA5 92661,209620
ZCTA5 92662,162045
ZCTA5 92663,138271
ZCTA5 92672,109991
ZCTA5 92673,180077
ZCTA5 92675,127893
ZCTA5 92676,114167
ZCTA5 92677,140605
ZCTA5 92678,115250
ZCTA5 92679,207652
ZCTA5 92683,82703
ZCTA5 92688,142015
ZCTA5 92691,135779
ZCTA5 92692,133028
ZCTA5 92694,183168
ZCTA5 92697,
ZCTA5 92701,68697
ZCTA5 92703,80817
ZCTA5 92704,94249
ZCTA5 92705,125928
ZCTA5 92706,96424
ZCTA5 92707,99491
ZCTA5 92708,111797
ZCTA5 92780,98647
ZCTA5 92782,143433
ZCTA5 92801,78477
ZCTA5 92802,83621
ZCTA5 92804,74588
ZCTA5 92805,85623
ZCTA5 92806,95112
ZCTA5 92807,136089
ZCTA5 92808,148697
ZCTA5 92821,116660
ZCTA5 92823,176543
ZCTA5 92831,89451
ZCTA5 92832,92588
ZCTA5 92833,113296
ZCTA5 92835,138487
ZCTA5 92840,96555
ZCTA5 92841,81975
ZCTA5 92843,82009
ZCTA5 92844,73590
ZCTA5 92845,133564
ZCTA5 92860,125371
ZCTA5 92861,204750
ZCTA5 92865,130258
ZCTA5 92866,83776
ZCTA5 92867,125799
ZCTA5 92868,89050
ZCTA5 92869,147047
ZCTA5 92870,110575
ZCTA5 92879,91862
ZCTA5 92880,151445
ZCTA5 92881,132598
ZCTA5 92882,100668
ZCTA5 92883,126829
ZCTA5 92886,148170
ZCTA5 92887,161823
ZCTA5 93001,86310
ZCTA5 93003,100300
ZCTA5 93004,113960
ZCTA5 93010,108538
ZCTA5 93012,122110
ZCTA5 93013,115633
ZCTA5 93015,90258
ZCTA5 93021,149848
ZCTA5 93022,109471
ZCTA5 93023,82298
ZCTA5 93030,90067
ZCTA5 93033,85848
ZCTA5 93035,101600
ZCTA5 93036,100482
ZCTA5 93040,123472
ZCTA5 93041,75836
ZCTA5 93042,
ZCTA5 93043,
ZCTA5 93060,79606
ZCTA5 93063,124030
ZCTA5 93064,
ZCTA5 93065,113893
ZCTA5 93066,158281
ZCTA5 93067,
ZCTA5 93101,79868
ZCTA5 93103,118118
ZCTA5 93105,129549
ZCTA5 93106,75875
ZCTA5 93108,223694
ZCTA5 93109,126875
ZCTA5 93110,118819
ZCTA5 93111,139876
ZCTA5 93117,85711
ZCTA5 93201,51181
ZCTA5 93202,60450
ZCTA5 93203,49918
ZCTA5 93204,52986
ZCTA5 93205,33295
ZCTA5 93206,53170
ZCTA5 93207,
ZCTA5 93208,63861
ZCTA5 93210,77850
ZCTA5 93212,54149
ZCTA5 93215,61329
ZCTA5 93218,88750
ZCTA5 93219,52883
ZCTA5 93220,
ZCTA5 93221,84121
ZCTA5 93222,56422
ZCTA5 93223,57463
ZCTA5 93224,50500
ZCTA5 93225,47152
ZCTA5 93226,
ZCTA5 93227,
ZCTA5 93230,73558
ZCTA5 93234,44353
ZCTA5 93235,55175
ZCTA5 93237,
ZCTA5 93238,49665
ZCTA5 93239,48781
ZCTA5 93240,28535
ZCTA5 93241,31563
ZCTA5 93242,61250
ZCTA5 93243,34737
ZCTA5 93244,
ZCTA5 93245,78181
ZCTA5 93246,
ZCTA5 93247,55460
ZCTA5 93249,43224
ZCTA5 93250,50982
ZCTA5 93251,74792
ZCTA5 93252,43125
ZCTA5 93254,53603
ZCTA5 93255,36334
ZCTA5 93256,70878
ZCTA5 93257,58261
ZCTA5 93258,51214
ZCTA5 93260,56250
ZCTA5 93261,51154
ZCTA5 93262,
ZCTA5 93263,66774
ZCTA5 93265,103672
ZCTA5 93266,60888
ZCTA5 93267,44786
ZCTA5 93268,55473
ZCTA5 93270,76795
ZCTA5 93271,83810
ZCTA5 93272,58564
ZCTA5 93274,69905
ZCTA5 93276,
ZCTA5 93277,79532
ZCTA5 93280,55060
ZCTA5 93283,33100
ZCTA5 93285,39844
ZCTA5 93286,47242
ZCTA5 93287,70625
ZCTA5 93291,81502
ZCTA5 93292,80784
ZCTA5 93301,40725
ZCTA5 93304,51627
ZCTA5 93305,41290
ZCTA5 93306,66988
ZCTA5 93307,52572
ZCTA5 93308,59511
ZCTA5 93309,62143
ZCTA5 93311,117591
ZCTA5 93312,112654
ZCTA5 93313,93396
ZCTA5 93314,127911
ZCTA5 93401,95386
ZCTA5 93402,103839
ZCTA5 93405,52481
ZCTA5 93407,
ZCTA5 93408,
ZCTA5 93409,
ZCTA5 93410,
ZCTA5 93420,106718
ZCTA5 93422,89916
ZCTA5 93424,
ZCTA5 93426,103317
ZCTA5 93427,106442
ZCTA5 93428,89225
ZCTA5 93429,
ZCTA5 93430,86354
ZCTA5 93432,120200
ZCTA5 93433,82534
ZCTA5 93434,71351
ZCTA5 93436,76241
ZCTA5 93437,83096
ZCTA5 93440,53673
ZCTA5 93441,140685
ZCTA5 93442,92163
ZCTA5 93444,105655
ZCTA5 93445,75012
ZCTA5 93446,94512
ZCTA5 93449,112913
ZCTA5 93450,
ZCTA5 93451,91250
ZCTA5 93452,54705
ZCTA5 93453,70288
ZCTA5 93454,84178
ZCTA5 93455,108501
ZCTA5 93458,73518
ZCTA5 93460,131932
ZCTA5 93461,88774
ZCTA5 93463,130123
ZCTA5 93465,120843
ZCTA5 93501,55372
ZCTA5 93505,55010
ZCTA5 93510,118462
ZCTA5 93512,65158
ZCTA5 93513,54485
ZCTA5 93514,81695
ZCTA5 93516,71250
ZCTA5 93517,98882
ZCTA5 93518,63095
ZCTA5 93519,
ZCTA5 93522,
ZCTA5 93523,66583
ZCTA5 93524,
ZCTA5 93526,61563
ZCTA5 93527,82667
ZCTA5 93528,
ZCTA5 93529,40703
ZCTA5 93530,
ZCTA5 93531,104044
ZCTA5 93532,99432
ZCTA5 93534,58891
ZCTA5 93535,65989
ZCTA5 93536,102927
ZCTA5 93541,117719
ZCTA5 93543,69375
ZCTA5 93544,87069
ZCTA5 93545,49635
ZCTA5 93546,96481
ZCTA5 93549,73125
ZCTA5 93550,63811
ZCTA5 93551,110850
ZCTA5 93552,84894
ZCTA5 93553,73029
ZCTA5 93554,
ZCTA5 93555,84141
ZCTA5 93558,
ZCTA5 93560,76204
ZCTA5 93561,86149
ZCTA5 93562,67643
ZCTA5 93563,
ZCTA5 93581,
ZCTA5 93591,60903
ZCTA5 93601,76429
ZCTA5 93602,74965
ZCTA5 93603,63125
ZCTA5 93604,181375
ZCTA5 93605,
ZCTA5 93606,40313
ZCTA5 93608,40583
ZCTA5 93609,68454
ZCTA5 93610,66567
ZCTA5 93611,114677
ZCTA5 93612,64079
ZCTA5 93614,87393
ZCTA5 93615,61107
ZCTA5 93616,56667
ZCTA5 93618,63190
ZCTA5 93619,138648
ZCTA5 93620,49890
ZCTA5 93621,149750
ZCTA5 93622,46510
ZCTA5 93623,
ZCTA5 93624,39444
ZCTA5 93625,64792
ZCTA5 93626,149565
ZCTA5 93627,85347
ZCTA5 93628,
ZCTA5 93630,60388
ZCTA5 93631,81226
ZCTA5 93633,
ZCTA5 93634,
ZCTA5 93635,70666
ZCTA5 93636,124024
ZCTA5 93637,74621
ZCTA5 93638,60031
ZCTA5 93640,46042
ZCTA5 93641,
ZCTA5 93643,67612
ZCTA5 93644,75241
ZCTA5 93645,77138
ZCTA5 93646,39632
ZCTA5 93647,49275
ZCTA5 93648,51834
ZCTA5 93650,49877
ZCTA5 93651,93036
ZCTA5 93652,44957
ZCTA5 93653,103750
ZCTA5 93654,67471
ZCTA5 93656,64481
ZCTA5 93657,77655
ZCTA5 93660,54318
ZCTA5 93662,56735
ZCTA5 93664,142292
ZCTA5 93665,
ZCTA5 93666,39531
ZCTA5 93667,68900
ZCTA5 93668,61691
ZCTA5 93669,78125
ZCTA5 93670,
ZCTA5 93673,56458
ZCTA5 93675,80508
ZCTA5 93701,32192
ZCTA5 93702,44849
ZCTA5 93703,43236
ZCTA5 93704,69659
ZCTA5 93705,55152
ZCTA5 93706,40023
ZCTA5 93710,62294
ZCTA5 93711,97492
ZCTA5 93720,103636
ZCTA5 93721,32602
ZCTA5 93722,77335
ZCTA5 93723,116295
ZCTA5 93725,71099
ZCTA5 93726,51913
ZCTA5 93727,82247
ZCTA5 93728,52809
ZCTA5 93730,143320
ZCTA5 93737,103798
ZCTA5 93740,
ZCTA5 93741,
ZCTA5 93901,91639
ZCTA5 93905,75716
ZCTA5 93906,96044
ZCTA5 93907,103268
ZCTA5 93908,164554
ZCTA5 93920,72540
ZCTA5 93921,87457
ZCTA5 93923,122500
ZCTA5 93924,162656
ZCTA5 93925,70909
ZCTA5 93926,77418
ZCTA5 93927,77272
ZCTA5 93928,
ZCTA5 93930,72555
ZCTA5 93932,95774
ZCTA5 93933,92625
ZCTA5 93940,110669
ZCTA5 93943,
ZCTA5 93944,
ZCTA5 93950,105568
ZCTA5 93953,154730
ZCTA5 93954,54450
ZCTA5 93955,82331
ZCTA5 93960,92504
ZCTA5 93962,
ZCTA5 94002,204573
ZCTA5 94005,151593
ZCTA5 94010,191758
ZCTA5 94014,115513
ZCTA5 94015,123552
ZCTA5 94018,225763
ZCTA5 94019,153272
ZCTA5 94020,"250,000+"
ZCTA5 94021,209712
ZCTA5 94022,"250,000+"
ZCTA5 94024,"250,000+"
ZCTA5 94025,215871
ZCTA5 94027,"250,000+"
ZCTA5 94028,"250,000+"
ZCTA5 94030,157567
ZCTA5 94037,201367
ZCTA5 94038,128333
ZCTA5 94040,184494
ZCTA5 94041,168980
ZCTA5 94043,180781
ZCTA5 94044,156658
ZCTA5 94060,111351
ZCTA5 94061,141599
ZCTA5 94062,233333
ZCTA5 94063,115528
ZCTA5 94065,213361
ZCTA5 94066,135976
ZCTA5 94070,235373
ZCTA5 94074,
ZCTA5 94080,135966
ZCTA5 94085,183563
ZCTA5 94086,180217
ZCTA5 94087,200778
ZCTA5 94089,153725
ZCTA5 94102,64781
ZCTA5 94103,122339
ZCTA5 94104,49896
ZCTA5 94105,239781
ZCTA5 94107,186123
ZCTA5 94108,63864
ZCTA5 94109,112201
ZCTA5 94110,152403
ZCTA5 94111,131343
ZCTA5 94112,130906
ZCTA5 94114,196528
ZCTA5 94115,154264
ZCTA5 94116,152587
ZCTA5 94117,175096
ZCTA5 94118,159550
ZCTA5 94121,138353
ZCTA5 94122,145717
ZCTA5 94123,222689
ZCTA5 94124,82928
ZCTA5 94127,205429
ZCTA5 94128,
ZCTA5 94129,236190
ZCTA5 94130,91750
ZCTA5 94131,198779
ZCTA5 94132,118557
ZCTA5 94133,83025
ZCTA5 94134,107566
ZCTA5 94158,184294
ZCTA5 94188,
ZCTA5 94301,235529
ZCTA5 94303,148031
ZCTA5 94304,162569
ZCTA5 94305,72470
ZCTA5 94306,186479
ZCTA5 94401,121258
ZCTA5 94402,179683
ZCTA5 94403,179825
ZCTA5 94404,182417
ZCTA5 94501,119500
ZCTA5 94502,194821
ZCTA5 94503,123657
ZCTA5 94505,154063
ZCTA5 94506,"250,000+"
ZCTA5 94507,"250,000+"
ZCTA5 94508,116534
ZCTA5 94509,81512
ZCTA5 94510,125222
ZCTA5 94511,78393
ZCTA5 94512,
ZCTA5 94513,139736
ZCTA5 94514,97946
ZCTA5 94515,97202
ZCTA5 94516,
ZCTA5 94517,164860
ZCTA5 94518,111406
ZCTA5 94519,123366
ZCTA5 94520,79790
ZCTA5 94521,127312
ZCTA5 94523,142622
ZCTA5 94525,101850
ZCTA5 94526,216974
ZCTA5 94528,
ZCTA5 94530,127731
ZCTA5 94531,123428
ZCTA5 94533,85990
ZCTA5 94534,139349
ZCTA5 94535,83525
ZCTA5 94536,156672
ZCTA5 94538,144451
ZCTA5 94539,235399
ZCTA5 94541,106556
ZCTA5 94542,131989
ZCTA5 94544,108358
ZCTA5 94545,115258
ZCTA5 94546,125780
ZCTA5 94547,130583
ZCTA5 94548,183100
ZCTA5 94549,231195
ZCTA5 94550,177218
ZCTA5 94551,130705
ZCTA5 94552,205170
ZCTA5 94553,121023
ZCTA5 94555,213488
ZCTA5 94556,199300
ZCTA5 94558,109444
ZCTA5 94559,100559
ZCTA5 94560,164909
ZCTA5 94561,130859
ZCTA5 94562,
ZCTA5 94563,"250,000+"
ZCTA5 94564,120833
ZCTA5 94565,95035
ZCTA5 94566,187721
ZCTA5 94567,71250
ZCTA5 94568,205046
ZCTA5 94569,
ZCTA5 94571,85212
ZCTA5 94572,89074
ZCTA5 94573,
ZCTA5 94574,139779
ZCTA5 94575,
ZCTA5 94576,165625
ZCTA5 94577,110989
ZCTA5 94578,89149
ZCTA5 94579,94193
ZCTA5 94580,110106
ZCTA5 94582,211159
ZCTA5 94583,184033
ZCTA5 94585,96713
ZCTA5 94586,198942
ZCTA5 94587,137194
ZCTA5 94588,186569
ZCTA5 94589,91313
ZCTA5 94590,66957
ZCTA5 94591,107849
ZCTA5 94592,122625
ZCTA5 94595,98108
